"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
65186,6/30/2024 0:00:00,19414,"CENTRAL ILLINOIS",11090,9/30/2023 5:00:00 AM,500,"State League Foundation","","Program Grant"
65186,6/30/2024 0:00:00,19414,"CENTRAL ILLINOIS",11486,4/9/2024 5:00:00 AM,500,"State League Foundation","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",3103,10/2/2012 0:00:00,313606,"Community Development Financial Institution (CDFI)","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",3289,6/5/2013 0:00:00,8000,"National Credit Union Foundation","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",3490,8/30/2013 0:00:00,69985,"Other","United Way","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",3737,8/15/2013 0:00:00,5000,"Other","Wayne County Foundation Grant","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",4514,6/2/2015 0:00:00,9000,"National Credit Union Foundation","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",4935,7/1/2015 0:00:00,10000,"Other","Office of Small Credit Union Initiatives - OSCUI","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",4958,11/5/2015 0:00:00,2500,"Other","Wayne Co Foundation","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",4959,9/30/2015 0:00:00,2000,"Other","Indiana Credit Union League Fondation","Pass Through"
65208,6/30/2024 0:00:00,19436,"NATCO",4960,4/24/2015 0:00:00,62000,"Other","United Way","Pass Through"
65208,6/30/2024 0:00:00,19436,"NATCO",4961,2/1/2015 0:00:00,3000,"National Credit Union Foundation","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",5166,5/31/2016 0:00:00,6000,"National Credit Union Foundation","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",5545,7/25/2016 0:00:00,7000,"Other","Office of Small Credit Union Intitative - OSCUI","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",6273,9/19/2017 0:00:00,776500,"Community Development Financial Institution (CDFI)","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",7278,8/29/2019 0:00:00,100000,"Other","National Credit Union Association","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",7279,8/29/2019 0:00:00,5600,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",7530,10/31/2018 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",7994,6/8/2020 0:00:00,10000,"Other","NCUA-Covid 19","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",7995,5/15/2020 0:00:00,3000,"Other","Indiana Credit Union League-Covid 19","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",7996,4/30/2020 0:00:00,5000,"Other","Alloya FCU-Covid 19","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",9177,6/15/2021 4:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",9562,12/9/2021 5:00:00 AM,225000,"Community Development Financial Institution (CDFI)","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",10010,8/31/2022 4:00:00 AM,3915,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",10385,3/1/2023 5:00:00 AM,325000,"Community Development Financial Institution (CDFI)","","Program Grant"
65208,6/30/2024 0:00:00,19436,"NATCO",10603,4/10/2023 4:00:00 AM,826279,"Community Development Financial Institution (CDFI)","","Program Grant"
65231,6/30/2024 0:00:00,19459,"PILGRIM BAPTIST",743,4/14/2011 0:00:00,2475,"Other","Association of Credit Union Leagues","Not Collected"
65231,6/30/2024 0:00:00,19459,"PILGRIM BAPTIST",3656,12/9/2013 0:00:00,1100,"Other","Association of Credit Union Leagues","Pass Through"
65231,6/30/2024 0:00:00,19459,"PILGRIM BAPTIST",4546,6/5/2015 0:00:00,910,"Other","Association of Credit Union Leagues","Program Grant"
65231,6/30/2024 0:00:00,19459,"PILGRIM BAPTIST",5589,11/28/2016 0:00:00,900,"Other","Association of Credit Union Leagues","Subsidy for Risk or ALL"
65231,6/30/2024 0:00:00,19459,"PILGRIM BAPTIST",8621,12/11/2020 0:00:00,3500,"Other","Association of Credit Union Leagues","Program Grant"
65259,6/30/2024 0:00:00,19487,"STATE EMPLOYEES COMMUNITY",10187,12/29/2022 6:00:00 AM,856,"Other","ICUL","Program Grant"
65356,6/30/2024 0:00:00,19584,"NEW DIRECTIONS COMMUNITY",8579,8/17/2020 0:00:00,7400,"Other","NCUA Community Development Revolving Loan Fund (CDRLF) grant","Program Grant"
65356,6/30/2024 0:00:00,19584,"NEW DIRECTIONS COMMUNITY",9305,8/31/2021 4:00:00 AM,6981,"Other","NCUA Community Development Revolving Loan Fund (CDRLF) grant","Program Grant"
65356,6/30/2024 0:00:00,19584,"NEW DIRECTIONS COMMUNITY",10820,9/28/2023 4:00:00 AM,6981,"Other","NCUA Community Development Revolving Loan Fund (CDRLF) grant","Program Grant"
65384,6/30/2024 0:00:00,19612,"TCP",7034,1/4/2019 0:00:00,800,"Other","Professional Dev Grant -Summit CU (James V and Elizabeth N Hamilton Foundation)","Program Grant"
65384,6/30/2024 0:00:00,19612,"TCP",10030,10/25/2022 4:00:00 AM,700,"State League Foundation","","Program Grant"
65384,6/30/2024 0:00:00,19612,"TCP",10031,10/5/2022 4:00:00 AM,1000,"State League Foundation","","Program Grant"
65384,6/30/2024 0:00:00,19612,"TCP",10032,7/1/2022 4:00:00 AM,645,"State League Foundation","","Program Grant"
65384,6/30/2024 0:00:00,19612,"TCP",10546,3/6/2023 5:00:00 AM,695,"State League Foundation","","Program Grant"
65384,6/30/2024 0:00:00,19612,"TCP",11067,12/4/2023 5:00:00 AM,13665,"State League Foundation","","Program Grant"
65384,6/30/2024 0:00:00,19612,"TCP",11238,4/16/2024 4:00:00 AM,5000,"Other","VIZO Enpowerment Grant","Program Grant"
65384,6/30/2024 0:00:00,19612,"TCP",11239,3/8/2024 5:00:00 AM,695,"State League Foundation","","Program Grant"
65384,6/30/2024 0:00:00,19612,"TCP",11240,3/6/2024 5:00:00 AM,1000,"State League Foundation","","Program Grant"
65384,6/30/2024 0:00:00,19612,"TCP",11373,5/10/2024 4:00:00 AM,1250,"State League Foundation","","Program Grant"
65388,6/30/2024 0:00:00,19616,"VOCALITY COMMUNITY",546,7/18/2011 0:00:00,250258,"Community Development Financial Institution (CDFI)","","Not Collected"
65412,6/30/2024 0:00:00,19640,"1ST ED CREDIT UNION",6271,12/12/2017 0:00:00,5850,"Other","Association of Credit Union Leagues","Program Grant"
65412,6/30/2024 0:00:00,19640,"1ST ED CREDIT UNION",6386,1/31/2018 0:00:00,1825,"Other","Association of Credit Union Leagues","Program Grant"
65412,6/30/2024 0:00:00,19640,"1ST ED CREDIT UNION",8097,6/21/2020 0:00:00,1000,"Other","Association of Credit Union Leagues","Program Grant"
65458,6/30/2024 0:00:00,19686,"ENERGY PLUS",8690,5/13/2020 0:00:00,3000,"Other","Indiana Credit Union League","Capital- unrestricted donation to equity"
65458,6/30/2024 0:00:00,19686,"ENERGY PLUS",8691,4/7/2020 0:00:00,5000,"Other","Alloya Corporate Credit Union","Capital- unrestricted donation to equity"
65466,6/30/2024 0:00:00,19694,"MORTON",5920,7/4/2017 0:00:00,3500,"Other","Heartland Credit UnionCharitable Foundation","Program Grant"
65466,6/30/2024 0:00:00,19694,"MORTON",6585,6/25/2018 0:00:00,3500,"Other","Heartland Credit Union Charitable Foundation","Program Grant"
65466,6/30/2024 0:00:00,19694,"MORTON",7850,5/26/2020 0:00:00,1500,"Other","Heartland Credit Union Charitable Foundaaton","Program Grant"
65471,6/30/2024 0:00:00,19699,"GUADALUPE PARISH",2152,8/15/2012 0:00:00,18513,"Other","NCUA Small Credit Union Initiatives","Program Grant"
65471,6/30/2024 0:00:00,19699,"GUADALUPE PARISH",3618,8/15/2013 0:00:00,15000,"Other","NCUA Small Credit Union Initiatives","Program Grant"
65471,6/30/2024 0:00:00,19699,"GUADALUPE PARISH",5341,7/25/2016 0:00:00,7200,"Other","NCUA Small Credit Union Initiatives","Program Grant"
65471,6/30/2024 0:00:00,19699,"GUADALUPE PARISH",9352,1/5/2021 7:00:00 AM,6500,"Other","Alloya Corporate","Capital- unrestricted donation to equity"
65484,6/30/2024 0:00:00,19712,"ST. JUDE",3601,11/22/2013 0:00:00,1100,"Other","Illinois Credit Union League","Program Grant"
65484,6/30/2024 0:00:00,19712,"ST. JUDE",4743,8/14/2015 0:00:00,1000,"Other","Illinois Credit Union League","Program Grant"
65493,6/30/2024 0:00:00,19721,"COMMUNITY SPIRIT CREDIT UNION",7929,5/12/2020 0:00:00,3000,"Other","Indiana Credit Union League","Program Grant"
65493,6/30/2024 0:00:00,19721,"COMMUNITY SPIRIT CREDIT UNION",7930,4/9/2020 0:00:00,5000,"Other","Alloya Corporate Federal Credit Union","Program Grant"
65513,6/30/2024 0:00:00,19741,"STATE EMPLOYEES",9119,6/15/2021 6:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
65565,6/30/2024 0:00:00,19793,"CEDAR FALLS COMMUNITY",7061,11/14/2018 0:00:00,9500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
65578,6/30/2024 0:00:00,19803,"UNITED SAVINGS",10882,9/28/2023 5:00:00 AM,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
65595,6/30/2024 0:00:00,19819,"AMERICAN 1",9865,12/8/2021 5:00:00 AM,1025000,"Community Development Financial Institution (CDFI)","","Program Grant"
65595,6/30/2024 0:00:00,19819,"AMERICAN 1",10789,7/14/2023 4:00:00 AM,1500000,"Other","State of Michigan MEDC","Program Grant"
65639,6/30/2024 0:00:00,19863,"WEXFORD COMMUNITY",8121,4/6/2020 0:00:00,5000,"Other","Alloya Corporate Federal Credit Union","Capital- unrestricted donation to equity"
65640,6/30/2024 0:00:00,19864,"HEIGHTS AUTO WORKERS",7406,8/30/2019 0:00:00,3000,"Other","ICUL","Program Grant"
65640,6/30/2024 0:00:00,19864,"HEIGHTS AUTO WORKERS",7992,6/15/2020 0:00:00,2000,"Other","ICUL","Program Grant"
65640,6/30/2024 0:00:00,19864,"HEIGHTS AUTO WORKERS",7993,6/15/2020 0:00:00,2500,"Other","ICUL","Program Grant"
65640,6/30/2024 0:00:00,19864,"HEIGHTS AUTO WORKERS",8689,12/15/2020 0:00:00,1500,"Other","ICUL","Program Grant"
65640,6/30/2024 0:00:00,19864,"HEIGHTS AUTO WORKERS",9257,8/20/2021 5:00:00 AM,3000,"Other","CUNA","Program Grant"
65640,6/30/2024 0:00:00,19864,"HEIGHTS AUTO WORKERS",9582,12/9/2021 6:00:00 AM,2500,"Other","ICUF","Program Grant"
65680,6/30/2024 0:00:00,19904,"BETHEL A.M.E. CHURCH",8003,5/29/2020 0:00:00,2000,"Other","Association of Credit Union Leagues","Capital- unrestricted donation to equity"
65680,6/30/2024 0:00:00,19904,"BETHEL A.M.E. CHURCH",8604,12/11/2020 6:00:00 AM,1500,"State League Foundation","","Program Grant"
65680,6/30/2024 0:00:00,19904,"BETHEL A.M.E. CHURCH",11270,2/29/2024 6:00:00 AM,6572,"Other","Inclusive","Program Grant"
65712,6/30/2024 0:00:00,19936,"GALESBURG BURLINGTON",11017,11/3/2023 5:00:00 AM,8500,"State League Foundation","","Program Grant"
65722,6/30/2024 0:00:00,19946,"FREEDOM NORTHWEST",7203,9/20/2018 0:00:00,700000,"Community Development Financial Institution (CDFI)","","Program Grant"
65735,6/30/2024 0:00:00,19958,"CATHOLIC & COMMUNITY",7286,10/9/2019 0:00:00,500,"Other","IL CU Foundation","Pass Through"
65735,6/30/2024 0:00:00,19958,"CATHOLIC & COMMUNITY",7967,5/31/2020 0:00:00,20000,"Other","Federal Holme Loan Bank","Pass Through"
65735,6/30/2024 0:00:00,19958,"CATHOLIC & COMMUNITY",8327,10/6/2020 0:00:00,16000,"Other","Federal Home Loan Bank","Pass Through"
65770,6/30/2024 0:00:00,19993,"SERVICE PLUS",8749,10/27/2020 0:00:00,5000,"Other","ICUL","Program Grant"
65770,6/30/2024 0:00:00,19993,"SERVICE PLUS",8750,4/28/2020 0:00:00,2000,"Other","ICUL","Program Grant"
65774,6/30/2024 0:00:00,19997,"TEACHERS",4865,9/1/2015 0:00:00,2000,"Other","CORNERSTONE CREDIT UNION LEAGUE","Program Grant"
65775,6/30/2024 0:00:00,19998,"NORTHERN COLORADO",11200,8/31/2022 6:00:00 AM,8700,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
65781,6/30/2024 0:00:00,20004,"PIEDMONT",10200,11/15/2022 5:00:00 AM,9500,"Other","Carolinas Credit Union Foundation","Program Grant"
65788,6/30/2024 0:00:00,20011,"WESTERRA",7696,3/23/2020 0:00:00,3750,"Other","Mountain West Credit Union Foundation","Pass Through"
65840,6/30/2024 0:00:00,20063,"I.B.E.W. LOCAL #146",3608,11/19/2013 0:00:00,2000,"Other","Illinois Credit Union League","Program Grant"
65840,6/30/2024 0:00:00,20063,"I.B.E.W. LOCAL #146",4886,12/1/2015 0:00:00,1000,"Other","Illinois Credit Union League","Program Grant"
65840,6/30/2024 0:00:00,20063,"I.B.E.W. LOCAL #146",5881,7/12/2017 0:00:00,1950,"Other","Illinois Credit Union League","Program Grant"
65840,6/30/2024 0:00:00,20063,"I.B.E.W. LOCAL #146",6549,6/18/2018 0:00:00,2000,"Other","Illinois Credit Union League","Program Grant"
65840,6/30/2024 0:00:00,20063,"I.B.E.W. LOCAL #146",7192,5/29/2019 0:00:00,1500,"Other","ILLINOIS CREDIT UNION LEAGUE","Program Grant"
65840,6/30/2024 0:00:00,20063,"I.B.E.W. LOCAL #146",7818,5/6/2020 0:00:00,2000,"Other","ICUL COVID GRANT","Program Grant"
65840,6/30/2024 0:00:00,20063,"I.B.E.W. LOCAL #146",8601,11/13/2020 0:00:00,1500,"Other","ILLINOIS CREDIT UNION LEAGUE COVID","Program Grant"
65840,6/30/2024 0:00:00,20063,"I.B.E.W. LOCAL #146",9620,12/1/2021 6:00:00 AM,1250,"Other","Illinois Credit Union League","Program Grant"
65841,6/30/2024 0:00:00,20064,"DECATUR POSTAL",777,9/13/2011 0:00:00,1500,"Other","Illinois Credit Union League foundation","Not Collected"
65841,6/30/2024 0:00:00,20064,"DECATUR POSTAL",4460,4/28/2015 0:00:00,1000,"Other","Illinois Credit Union League","Program Grant"
65841,6/30/2024 0:00:00,20064,"DECATUR POSTAL",6197,1/2/2018 0:00:00,2500,"Other","IL CU Foundation","Program Grant"
65841,6/30/2024 0:00:00,20064,"DECATUR POSTAL",7083,6/24/2019 0:00:00,2000,"Other","IL CU Foundation","Program Grant"
65841,6/30/2024 0:00:00,20064,"DECATUR POSTAL",7860,6/5/2020 0:00:00,2000,"Other","IL CU FOUNDATION","Program Grant"
65841,6/30/2024 0:00:00,20064,"DECATUR POSTAL",10346,2/10/2023 6:00:00 AM,8000,"Other","ICU FOUNDATION","Program Grant"
65841,6/30/2024 0:00:00,20064,"DECATUR POSTAL",10619,6/14/2023 5:00:00 AM,2000,"Other","ICU FOUNDATION","Program Grant"
65856,6/30/2024 0:00:00,20079,"OREGON COMMUNITY",6055,9/29/2017 0:00:00,15000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
65856,6/30/2024 0:00:00,20079,"OREGON COMMUNITY",8000,5/6/2020 0:00:00,16500,"Other","SAIF Corp","Program Grant"
65896,6/30/2024 0:00:00,20119,"MEA",6966,12/4/2018 0:00:00,1000,"National Credit Union Foundation","","Program Grant"
65906,6/30/2024 0:00:00,20129,"AURORA POSTAL EMPLOYEES",4006,1/8/2014 0:00:00,2000,"Other","Il. Credit Union League","Program Grant"
65906,6/30/2024 0:00:00,20129,"AURORA POSTAL EMPLOYEES",7108,5/29/2019 0:00:00,2500,"Other","ILLINOIS CREDIT UNION LEAGUE","Program Grant"
65932,6/30/2024 0:00:00,20155,"CHICAGO MUNICIPAL EMPLOYEES",9872,4/13/2022 5:00:00 AM,826265,"Community Development Financial Institution (CDFI)","","Program Grant"
65932,6/30/2024 0:00:00,20155,"CHICAGO MUNICIPAL EMPLOYEES",9873,8/5/2021 5:00:00 AM,1000000,"Community Development Financial Institution (CDFI)","","Program Grant"
65932,6/30/2024 0:00:00,20155,"CHICAGO MUNICIPAL EMPLOYEES",11135,1/29/2024 6:00:00 AM,500000,"Community Development Financial Institution (CDFI)","","Program Grant"
65995,6/30/2024 0:00:00,20218,"MERCER",1849,8/21/2012 0:00:00,2500,"Other","Il Credit Union Foundation","Not Collected"
65995,6/30/2024 0:00:00,20218,"MERCER",6988,12/18/2018 0:00:00,600,"National Credit Union Foundation","","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",3673,8/27/2013 0:00:00,4479,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",4547,6/1/2015 0:00:00,4626,"National Credit Union Foundation","","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",4548,5/1/2015 0:00:00,13000,"Other","Mountain West CU Association","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",4549,4/1/2015 0:00:00,3000,"National Credit Union Foundation","","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",5482,7/25/2016 0:00:00,15000,"National Credit Union Foundation","","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",6375,3/27/2018 0:00:00,20950,"Other","Association of Credit Union Leagues","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",6890,12/21/2018 0:00:00,220000,"Other","Mountain West Credit Union Foundation","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",7550,11/13/2019 0:00:00,5000,"Other","Mountain West Credit Union Foundation","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",7690,4/16/2020 0:00:00,10000,"Other","National Credit Union Association","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",7691,4/6/2020 0:00:00,5000,"Other","Alloya Cares Grant","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",8368,7/8/2020 0:00:00,2500,"Other","Adams County","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",9147,7/29/2021 6:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",9435,10/29/2021 6:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
66012,6/30/2024 0:00:00,20235,"COMMUNITY CHOICE",10577,4/10/2023 6:00:00 AM,2478839,"Community Development Financial Institution (CDFI)","","Program Grant"
66089,6/30/2024 0:00:00,20312,"BEREAN",8235,4/28/2020 0:00:00,2000,"Other","Association of Credit Union Leagues","Program Grant"
66089,6/30/2024 0:00:00,20312,"BEREAN",8797,12/10/2020 0:00:00,1500,"Other","Association of Credit Union Leagues","Program Grant"
66089,6/30/2024 0:00:00,20312,"BEREAN",8915,11/1/2020 0:00:00,10000,"Other","Inclusiv","Program Grant"
66089,6/30/2024 0:00:00,20312,"BEREAN",10691,4/12/2023 5:00:00 AM,63000,"Community Development Financial Institution (CDFI)","","Program Grant"
66089,6/30/2024 0:00:00,20312,"BEREAN",11149,11/1/2023 5:00:00 AM,62000,"Community Development Financial Institution (CDFI)","","Program Grant"
66149,6/30/2024 0:00:00,20372,"GUADALUPE",3141,8/15/2012 0:00:00,10000,"National Credit Union Foundation","","Program Grant"
66149,6/30/2024 0:00:00,20372,"GUADALUPE",3142,8/6/2012 0:00:00,253806,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
66149,6/30/2024 0:00:00,20372,"GUADALUPE",3484,9/24/2013 0:00:00,597000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
66149,6/30/2024 0:00:00,20372,"GUADALUPE",4060,8/29/2014 0:00:00,1000000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
66149,6/30/2024 0:00:00,20372,"GUADALUPE",4907,11/1/2015 0:00:00,6000,"National Credit Union Foundation","","Program Grant"
66149,6/30/2024 0:00:00,20372,"GUADALUPE",5710,9/27/2016 0:00:00,2000000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
66149,6/30/2024 0:00:00,20372,"GUADALUPE",7420,7/19/2019 0:00:00,9500,"Other","Inclusiv","Program Grant"
66149,6/30/2024 0:00:00,20372,"GUADALUPE",7534,12/19/2019 0:00:00,674000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
66149,6/30/2024 0:00:00,20372,"GUADALUPE",9399,7/29/2021 6:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
66149,6/30/2024 0:00:00,20372,"GUADALUPE",9806,1/20/2022 7:00:00 AM,415000,"Community Development Financial Institution (CDFI)","","Program Grant"
66149,6/30/2024 0:00:00,20372,"GUADALUPE",10591,4/10/2023 6:00:00 AM,966747,"Community Development Financial Institution (CDFI)","","Program Grant"
66155,6/30/2024 0:00:00,20378,"PEOPLES",3419,7/8/2013 0:00:00,2700,"Other","Association of Credit Union Leagues","Program Grant"
66155,6/30/2024 0:00:00,20378,"PEOPLES",7687,4/6/2020 0:00:00,5000,"Other","Alloya Corporate Federal Credit Union","Program Grant"
66185,6/30/2024 0:00:00,20408,"HIGH DESERT COMMUNITY",5742,1/31/2017 0:00:00,3000,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
66185,6/30/2024 0:00:00,20408,"HIGH DESERT COMMUNITY",7488,12/6/2019 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
66185,6/30/2024 0:00:00,20408,"HIGH DESERT COMMUNITY",7780,4/27/2020 0:00:00,10000,"Other","COVID-19 Emergency Grant","Program Grant"
66185,6/30/2024 0:00:00,20408,"HIGH DESERT COMMUNITY",8360,10/15/2020 0:00:00,5000,"Other","City of Aztec","Program Grant"
66185,6/30/2024 0:00:00,20408,"HIGH DESERT COMMUNITY",8814,12/30/2020 0:00:00,4890,"Other","City of Aztec COVID-19","Capital- unrestricted donation to equity"
66252,6/30/2024 0:00:00,20475,"QUESTA",718,4/9/2010 0:00:00,5132,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
66252,6/30/2024 0:00:00,20475,"QUESTA",3702,3/10/2014 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
66252,6/30/2024 0:00:00,20475,"QUESTA",3964,8/1/2014 0:00:00,3000,"Other","OSCUI","Program Grant"
66252,6/30/2024 0:00:00,20475,"QUESTA",5289,7/25/2016 0:00:00,2000,"Other","OSCUI","Program Grant"
66252,6/30/2024 0:00:00,20475,"QUESTA",5937,8/30/2017 0:00:00,7500,"Other","OSCUI","Program Grant"
66252,6/30/2024 0:00:00,20475,"QUESTA",7463,8/29/2019 0:00:00,4800,"Other","NCUA CDRLF","Program Grant"
66252,6/30/2024 0:00:00,20475,"QUESTA",10062,9/26/2022 6:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
66252,6/30/2024 0:00:00,20475,"QUESTA",10328,4/10/2023 6:00:00 AM,3197702,"Community Development Financial Institution (CDFI)","","Program Grant"
66258,6/30/2024 0:00:00,20481,"SELF-HELP",717,9/27/2011 0:00:00,1500000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
66258,6/30/2024 0:00:00,20481,"SELF-HELP",11347,12/15/2023 8:00:00 AM,10000000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
66270,6/30/2024 0:00:00,20493,"ARCHER COOPERATIVE",4164,7/21/2014 0:00:00,13600,"Other","Merrick Foundation","Program Grant"
66270,6/30/2024 0:00:00,20493,"ARCHER COOPERATIVE",4732,3/23/2015 0:00:00,2000,"Other","Merrick Foundation","Program Grant"
66270,6/30/2024 0:00:00,20493,"ARCHER COOPERATIVE",8015,4/8/2020 0:00:00,5000,"Other","Alloya Corporate Federal Credit Union","Program Grant"
66270,6/30/2024 0:00:00,20493,"ARCHER COOPERATIVE",8570,11/12/2020 0:00:00,2500,"Other","Merrick Foundation","Program Grant"
66274,6/30/2024 0:00:00,20497,"EDDYVILLE COOPERATIVE",5655,1/19/2017 0:00:00,3847,"Other","Credit Union Foundation of Nebraska","Program Grant"
66296,6/30/2024 0:00:00,20519,"ST. HELENA PARISH",3636,12/4/2013 0:00:00,1200,"Other","Association of Credit Union Leagues","Program Grant"
66296,6/30/2024 0:00:00,20519,"ST. HELENA PARISH",6508,6/21/2018 0:00:00,2500,"Other","Association of Credit Union Leagues","Program Grant"
66296,6/30/2024 0:00:00,20519,"ST. HELENA PARISH",7964,5/4/2020 0:00:00,2000,"Other","Association of Credit Union Leagues","Program Grant"
66296,6/30/2024 0:00:00,20519,"ST. HELENA PARISH",8794,11/20/2020 0:00:00,1500,"Other","Association of Credit Union Leagues","Program Grant"
66296,6/30/2024 0:00:00,20519,"ST. HELENA PARISH",10551,10/27/2023 5:00:00 AM,125000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
66300,6/30/2024 0:00:00,20523,"IMPERIAL",2341,3/20/2019 0:00:00,700,"Other","ILLINOIS CREDIT UNION FOUNDATION","Program Grant"
66300,6/30/2024 0:00:00,20523,"IMPERIAL",8135,5/15/2020 0:00:00,500,"Other","Illinois Credit Union Foundation","Program Grant"
66300,6/30/2024 0:00:00,20523,"IMPERIAL",8720,12/16/2020 0:00:00,1800,"Other","Illinois Credit Union Foundation","Program Grant"
66310,6/30/2024 0:00:00,20533,"STATE EMPLOYEES'",3429,10/1/2012 0:00:00,233000,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,6/30/2024 0:00:00,20533,"STATE EMPLOYEES'",3584,10/31/2013 0:00:00,240000,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,6/30/2024 0:00:00,20533,"STATE EMPLOYEES'",4215,9/3/2014 0:00:00,250000,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,6/30/2024 0:00:00,20533,"STATE EMPLOYEES'",4729,9/4/2015 0:00:00,251500,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,6/30/2024 0:00:00,20533,"STATE EMPLOYEES'",5248,9/15/2016 0:00:00,361142,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66317,6/30/2024 0:00:00,20540,"HEALTHSHARE",11068,12/5/2023 5:00:00 AM,10000,"Other","Carolinas Credit Union Foundation","Program Grant"
66319,6/30/2024 0:00:00,20542,"TELCO",6131,8/30/2017 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
66333,6/30/2024 0:00:00,20555,"DESTINATIONS CREDIT UNION",555,5/10/2013 0:00:00,750,"Other","Credit Union Foundation of MD & DC, Inc","Program Grant"
66333,6/30/2024 0:00:00,20555,"DESTINATIONS CREDIT UNION",4239,7/24/2014 0:00:00,750,"Other","CU Foundation of MD & DC","Program Grant"
