"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PG0002","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PP0049","ACCT_PP0050","ACCT_PP0051","ACCT_PP0052","ACCT_PP0053","ACCT_PP0054","ACCT_PP0055","ACCT_PP0056","ACCT_PP0057","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004"
67468,6/30/2024 0:00:00,22690,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67469,6/30/2024 0:00:00,22681,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67470,6/30/2024 0:00:00,22659,"254900H6Q0VRU6MPSX83","Automated","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  6:00AM"
67473,6/30/2024 0:00:00,22777,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67474,6/30/2024 0:00:00,22942,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67475,6/30/2024 0:00:00,22922,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67477,6/30/2024 0:00:00,22694,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67480,6/30/2024 0:00:00,22647,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67481,6/30/2024 0:00:00,24317,"2549004PVBWPAZBFE759","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  5:00AM"
67483,6/30/2024 0:00:00,22934,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67485,6/30/2024 0:00:00,22883,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67486,6/30/2024 0:00:00,22785,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67489,6/30/2024 0:00:00,22868,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67490,6/30/2024 0:00:00,22776,"","Combination","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","",""
67493,6/30/2024 0:00:00,22741,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67494,6/30/2024 0:00:00,22960,"549300VG0KDMI6ULUX54","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 22 2024  6:00AM"
67499,6/30/2024 0:00:00,22846,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67505,6/30/2024 0:00:00,21762,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67507,6/30/2024 0:00:00,22669,"","Automated","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1","","",""
67508,6/30/2024 0:00:00,22958,"5493008EOM1VM8BBK206","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  6:00AM"
67510,6/30/2024 0:00:00,22736,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67511,6/30/2024 0:00:00,22672,"894500VAX8CTDV1CWC26","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 16 2024  6:00AM"
67512,6/30/2024 0:00:00,22660,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
67516,6/30/2024 0:00:00,22874,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67517,6/30/2024 0:00:00,22778,"549300MXE3M1W481QB61","Combination","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 20 2024  6:00AM"
67519,6/30/2024 0:00:00,22721,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67520,6/30/2024 0:00:00,22710,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67521,6/30/2024 0:00:00,22521,"254900T8NVZTD1Q8U318","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  9 2023  5:00AM"
67531,6/30/2024 0:00:00,22725,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67532,6/30/2024 0:00:00,22645,"549300EW5YD0HPCTME62","Combination","1","1","1","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","Feb 26 2023  6:00AM"
67534,6/30/2024 0:00:00,22884,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67535,6/30/2024 0:00:00,22867,"549300FOPGYPVP42FW34","Combination","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  2 2023  6:00AM"
67537,6/30/2024 0:00:00,22810,"","Manual","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67538,6/30/2024 0:00:00,21815,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
67541,6/30/2024 0:00:00,24333,"5493007Y306QGNH6J842","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 14 2024  5:00AM"
67542,6/30/2024 0:00:00,22661,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67544,6/30/2024 0:00:00,22696,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
67545,6/30/2024 0:00:00,22989,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67547,6/30/2024 0:00:00,22802,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67549,6/30/2024 0:00:00,22757,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67550,6/30/2024 0:00:00,22650,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
67554,6/30/2024 0:00:00,22768,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67558,6/30/2024 0:00:00,24209,"549300R1DB8186CV7Z17","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Dec 28 2023  5:00AM"
67561,6/30/2024 0:00:00,22633,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67563,6/30/2024 0:00:00,21758,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67564,6/30/2024 0:00:00,21809,"","Combination","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","",""
67573,6/30/2024 0:00:00,22684,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67574,6/30/2024 0:00:00,22951,"","Manual","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67576,6/30/2024 0:00:00,22718,"254900D4M439MIWMBX82","Combination","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 17 2024  6:00AM"
67578,6/30/2024 0:00:00,22991,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67579,6/30/2024 0:00:00,22814,"","Combination","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","",""
67581,6/30/2024 0:00:00,22780,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67587,6/30/2024 0:00:00,22663,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67592,6/30/2024 0:00:00,22711,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67599,6/30/2024 0:00:00,24200,"549300XXEOY2T2W27B44","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  5:00AM"
67602,6/30/2024 0:00:00,22992,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67604,6/30/2024 0:00:00,22678,"","Combination","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","",""
67605,6/30/2024 0:00:00,24325,"254900G03BZB89LOWZ28","Automated","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  5:00AM"
67608,6/30/2024 0:00:00,24069,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67609,6/30/2024 0:00:00,22704,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67611,6/30/2024 0:00:00,22892,"8945002azsml1pbu6n20","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  6:00AM"
67612,6/30/2024 0:00:00,22818,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67615,6/30/2024 0:00:00,24341,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67619,6/30/2024 0:00:00,21843,"549300T67186NPGCHI50","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 13 2024  6:00AM"
67621,6/30/2024 0:00:00,22724,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67622,6/30/2024 0:00:00,22733,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67624,6/30/2024 0:00:00,22766,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67625,6/30/2024 0:00:00,22655,"549300UE4FFDNV7ELD54","Automated","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  6:00AM"
67627,6/30/2024 0:00:00,22716,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67630,6/30/2024 0:00:00,22592,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67632,6/30/2024 0:00:00,21826,"","Combination","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
67634,6/30/2024 0:00:00,22789,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67638,6/30/2024 0:00:00,22955,"","Combination","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","",""
67639,6/30/2024 0:00:00,22662,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67641,6/30/2024 0:00:00,22830,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67642,6/30/2024 0:00:00,22701,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67644,6/30/2024 0:00:00,22953,"254900GHFQ9KF6G49N32","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 16 2024  6:00AM"
67645,6/30/2024 0:00:00,22743,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
67648,6/30/2024 0:00:00,21619,"","Automated","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67649,6/30/2024 0:00:00,22782,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
67651,6/30/2024 0:00:00,22820,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67658,6/30/2024 0:00:00,23018,"549300TJ1PI0CYX4D722","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 15 2024  6:00AM"
67660,6/30/2024 0:00:00,22657,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67661,6/30/2024 0:00:00,22715,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67664,6/30/2024 0:00:00,23764,"5493002QRULT2T40BH09","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  6:00AM"
67666,6/30/2024 0:00:00,23941,"254900E8KW1VR97KFU45","Combination","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  1 2024  5:00AM"
67668,6/30/2024 0:00:00,22562,"5493007WNCT2YQ8O4H14","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  5:00AM"
67669,6/30/2024 0:00:00,22687,"549300D1LJKPCKRRHC31","Automated","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 11 2024  6:00AM"
67681,6/30/2024 0:00:00,22819,"","Automated","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
67682,6/30/2024 0:00:00,21832,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67683,6/30/2024 0:00:00,24352,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67687,6/30/2024 0:00:00,21768,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67688,6/30/2024 0:00:00,21720,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67691,6/30/2024 0:00:00,21848,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67695,6/30/2024 0:00:00,21833,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67700,6/30/2024 0:00:00,23059,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67701,6/30/2024 0:00:00,23980,"","Combination","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","",""
67703,6/30/2024 0:00:00,21839,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67708,6/30/2024 0:00:00,23101,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67709,6/30/2024 0:00:00,24305,"5493006T76QKSBS2MS95","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  5:00AM"
67710,6/30/2024 0:00:00,24241,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67713,6/30/2024 0:00:00,23945,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67715,6/30/2024 0:00:00,23104,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67716,6/30/2024 0:00:00,21871,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67717,6/30/2024 0:00:00,22471,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67720,6/30/2024 0:00:00,24040,"549300KB8NXVYD7BGS97","Combination","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 15 2023  6:00AM"
67725,6/30/2024 0:00:00,22467,"549300J327PTWC173F64","Combination","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2023  5:00AM"
67730,6/30/2024 0:00:00,22403,"","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67738,6/30/2024 0:00:00,23850,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67739,6/30/2024 0:00:00,23058,"549300Y4GAAGXS20SL80","Combination","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2024  6:00AM"
67741,6/30/2024 0:00:00,23925,"","Automated","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","",""
67747,6/30/2024 0:00:00,23868,"","Automated","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","","",""
67748,6/30/2024 0:00:00,23895,"5493006MRGHEPWMR2015","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2024  6:00AM"
67749,6/30/2024 0:00:00,24246,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67750,6/30/2024 0:00:00,21873,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67757,6/30/2024 0:00:00,24022,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67761,6/30/2024 0:00:00,22996,"549300M59800JNGYFP30","Automated","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","May 24 2024  5:00AM"
67762,6/30/2024 0:00:00,21634,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67767,6/30/2024 0:00:00,24262,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67770,6/30/2024 0:00:00,21831,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
67776,6/30/2024 0:00:00,23967,"","Automated","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67778,6/30/2024 0:00:00,23873,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
67779,6/30/2024 0:00:00,24002,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67783,6/30/2024 0:00:00,22382,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67785,6/30/2024 0:00:00,22451,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67789,6/30/2024 0:00:00,23982,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67793,6/30/2024 0:00:00,23939,"","Combination","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67796,6/30/2024 0:00:00,21867,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67797,6/30/2024 0:00:00,22394,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67799,6/30/2024 0:00:00,22439,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67800,6/30/2024 0:00:00,22440,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67801,6/30/2024 0:00:00,23102,"","Combination","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67804,6/30/2024 0:00:00,23100,"549300E06ZGS1I3URI95","Automated","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 31 2024  6:00AM"
67812,6/30/2024 0:00:00,22395,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67829,6/30/2024 0:00:00,22406,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67831,6/30/2024 0:00:00,23689,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67835,6/30/2024 0:00:00,22730,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67836,6/30/2024 0:00:00,24313,"549300E2EE7WCBVR5I65","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 16 2023  5:00AM"
67837,6/30/2024 0:00:00,24186,"549300N16X2LRUQEUQ50","Automated","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan  8 2024  5:00AM"
67840,6/30/2024 0:00:00,24267,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67841,6/30/2024 0:00:00,24204,"","Automated","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","",""
67855,6/30/2024 0:00:00,22398,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67856,6/30/2024 0:00:00,22389,"","Combination","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67864,6/30/2024 0:00:00,24328,"549300Y7VXZSDR0D6I81","Combination","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 13 2023  5:00AM"
67865,6/30/2024 0:00:00,22817,"549300I3SDXHG6BUD309","Combination","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  6:00AM"
67869,6/30/2024 0:00:00,22962,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67872,6/30/2024 0:00:00,24175,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67874,6/30/2024 0:00:00,22533,"","Automated","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","",""
67875,6/30/2024 0:00:00,24247,"5493001F1MFNT7Y4FU47","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 26 2024  5:00AM"
67882,6/30/2024 0:00:00,24269,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67890,6/30/2024 0:00:00,24265,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
67891,6/30/2024 0:00:00,24196,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67892,6/30/2024 0:00:00,21808,"254900TW8OMXXV334D32","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  5:00AM"
67894,6/30/2024 0:00:00,24226,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
67902,6/30/2024 0:00:00,24320,"549300SE1WZDU07WPD35","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 15 2024  5:00AM"
67911,6/30/2024 0:00:00,22242,"","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
67915,6/30/2024 0:00:00,22667,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67921,6/30/2024 0:00:00,21901,"549300LL0P3NQ52UF60","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  7 2024  8:00AM"
67922,6/30/2024 0:00:00,23986,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
67924,6/30/2024 0:00:00,23060,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
67927,6/30/2024 0:00:00,22912,"549300Z54IIB4Q3AKI90","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan  8 2024  6:00AM"
67928,6/30/2024 0:00:00,22685,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
67929,6/30/2024 0:00:00,21840,"","Manual","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67933,6/30/2024 0:00:00,22489,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67936,6/30/2024 0:00:00,21893,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67937,6/30/2024 0:00:00,23888,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67938,6/30/2024 0:00:00,22526,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67946,6/30/2024 0:00:00,23990,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67951,6/30/2024 0:00:00,24174,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
67955,6/30/2024 0:00:00,21509,"549300T94GSH3C4U5M59","Automated","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 22 2024  6:00AM"
67959,6/30/2024 0:00:00,24326,"549300UWBYWOAZYM9C07","Combination","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 29 2024  5:00AM"
67963,6/30/2024 0:00:00,22961,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
