"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","BoardAsianAmerican","BoardBlackAmerican","BoardHispanicAmerican","BoardMinorityStatus","BoardNativeAmerican","CurMemAsianAmerican","CurMemBlackAmerican","CurMemHispanicAmerican","CurMemMinorityStatus","CurMemNativeAmerican","EligibleMinorityStatus","FOMAsianAmerican","FOMBlackAmerican","FOMHispanicAmerican","FOMMinorityStatus","FOMNativeAmerican","MemberMinorityStatus"
68126,12/31/2024 0:00:00,23912,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68127,12/31/2024 0:00:00,23911,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68135,12/31/2024 0:00:00,23976,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
68137,12/31/2024 0:00:00,24276,"5493003VEEM09F16U659","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2024  5:00AM","","","","","","","","","","","","","","","","",""
68138,12/31/2024 0:00:00,23981,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68144,12/31/2024 0:00:00,23921,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68148,12/31/2024 0:00:00,23897,"","1","1","1","1","1","1","1","0","1","0","1","0","1","","","","","","","","","","","","","","","","","","","",""
68150,12/31/2024 0:00:00,1091,"254900S1BUVJXXE9C251","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Apr 24 2023  4:00AM","","","","","","","","","","","","","","","","",""
68153,12/31/2024 0:00:00,24046,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68161,12/31/2024 0:00:00,23846,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68165,12/31/2024 0:00:00,24062,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
68167,12/31/2024 0:00:00,23879,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68171,12/31/2024 0:00:00,23968,"","1","0","1","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68172,12/31/2024 0:00:00,23852,"","1","1","0","0","0","0","0","1","1","0","1","0","","","","","","","","","","","","","","","","","","","","",""
68173,12/31/2024 0:00:00,23901,"","1","0","0","0","0","0","0","1","0","0","1","0","","","","","","","","","","","1","","1","","","","","","","",""
68180,12/31/2024 0:00:00,21552,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68181,12/31/2024 0:00:00,24587,"254900OEHDUSF2G6XH83","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68186,12/31/2024 0:00:00,3707,"5493000D6RXLNBZQYA47","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  8:00AM","","","","","","","","","","","","","","","","",""
68187,12/31/2024 0:00:00,21514,"549300S8SHBRCI7UU819","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","Feb 20 2024  7:00AM","","","","","","","","","","","","","","","","",""
68190,12/31/2024 0:00:00,26240,"","1","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","",""
68196,12/31/2024 0:00:00,22263,"54930007KK7ZS3IJVC25","1","1","1","0","0","1","1","1","1","0","0","1","1","1","1","Feb 28 2024  7:00AM","","","","","","","","","","","","","","","","",""
68203,12/31/2024 0:00:00,22223,"549300TUSRLWD8ETNR90","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  8:00AM","","","","","","","","","","","","","","","","",""
68204,12/31/2024 0:00:00,22233,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68205,12/31/2024 0:00:00,22224,"5493000OOREHUZON5E13","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Feb  6 2024  8:00AM","","","","","","","","","","","","","","","","",""
68210,12/31/2024 0:00:00,1562,"549300MUCAWG8XJCW607","1","1","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68215,12/31/2024 0:00:00,12663,"","1","1","0","0","0","0","0","1","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68222,12/31/2024 0:00:00,22277,"","1","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
68223,12/31/2024 0:00:00,3806,"254900QPRPHIXEAX3L37","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 29 2024  8:00AM","","","","","","","","","","","","","","","","",""
68224,12/31/2024 0:00:00,4416,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68225,12/31/2024 0:00:00,731,"549300QYV7W4MRNEFK89","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2024  6:00AM","","","","","","","","","","","","","","","","",""
68226,12/31/2024 0:00:00,1580,"254900T1NXF0ZR9PMX05","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Jan 28 2025  6:00AM","","","","","","","","","","","","","","","","",""
68227,12/31/2024 0:00:00,12314,"","1","1","1","0","0","1","0","1","1","0","1","0","1","","","","","","1","1","","","","","","","","","","1","1","",""
68228,12/31/2024 0:00:00,2642,"","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68229,12/31/2024 0:00:00,22347,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68231,12/31/2024 0:00:00,22273,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68239,12/31/2024 0:00:00,4185,"54930097J3TUZXBXXE75","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  8:00AM","","","","","","","","","","","","","","","","",""
68240,12/31/2024 0:00:00,928,"","1","1","1","1","1","0","0","1","0","0","1","0","1","1","","","","","","","","","","","","","","","","","","",""
68241,12/31/2024 0:00:00,2397,"25490053H6JWQDX4RM47","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb  8 2024  5:00AM","","","","","","","","","","","","","","","","",""
68242,12/31/2024 0:00:00,7846,"549300ZVE7XVH8GM5H22","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68244,12/31/2024 0:00:00,1131,"5493002ABBXAWQFIKV03","1","1","0","0","1","0","0","1","1","0","0","0","1","1","","","","","1","1","1","","","","","","","","","1","1","1",""
68248,12/31/2024 0:00:00,2000,"549300S4PNXPKYHHRE82","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","","","","","","","","","","","","","","","","","",""
68251,12/31/2024 0:00:00,5673,"254900WAN5TOEYBJJR25","1","1","1","0","1","1","1","0","1","0","1","0","1","1","1","Feb 29 2024  6:00AM","","","","","","","","","","","","","","","","",""
68253,12/31/2024 0:00:00,22235,"5493002XPTKLVFJ8Z103","1","1","1","0","1","0","0","1","1","0","1","0","1","1","1","Feb  8 2024  8:00AM","","","","","","","","","","","","","","","","",""
68254,12/31/2024 0:00:00,22238,"","1","1","0","1","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","",""
68255,12/31/2024 0:00:00,22295,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68256,12/31/2024 0:00:00,1451,"549300JBMMNIOX7XU115","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 27 2024  5:00AM","","","","","","","","","","","","","","","","",""
68257,12/31/2024 0:00:00,1056,"5493000PT0SXF8FBR107","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 23 2025  7:00AM","","","","","","","","","","","","","","","","",""
68259,12/31/2024 0:00:00,5313,"549300S99IK3EU11AS13","1","1","1","0","1","0","0","0","1","0","0","0","1","1","1","Feb 21 2024  5:00AM","","","","","","","","","","","","","","","","",""
68266,12/31/2024 0:00:00,11695,"254900IHJQNZRJTYR206","1","0","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68271,12/31/2024 0:00:00,22229,"549300UBGGLZLZEY0M18","1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 26 2024  8:00AM","","","","","","","","","","","","","","","","",""
68273,12/31/2024 0:00:00,22232,"","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68274,12/31/2024 0:00:00,6968,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68278,12/31/2024 0:00:00,4138,"5493001B4U37VT2ML818","1","1","1","0","1","1","0","0","1","0","1","0","1","1","1","Feb  2 2024  8:00AM","","","","","","","","","","","","","","","","",""
68280,12/31/2024 0:00:00,22239,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68283,12/31/2024 0:00:00,22240,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
68284,12/31/2024 0:00:00,22225,"","1","0","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68286,12/31/2024 0:00:00,4174,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68287,12/31/2024 0:00:00,1850,"5493007LUU2DLS755060","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","Feb 19 2024  5:00AM","","","","","","","","","","","","","","","","",""
68291,12/31/2024 0:00:00,26309,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","","","","","","","","","","",""
68293,12/31/2024 0:00:00,22322,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68295,12/31/2024 0:00:00,2496,"","1","0","0","0","0","0","0","0","1","0","1","0","1","1","","","","","","","","","","","","","","","","","","",""
68296,12/31/2024 0:00:00,2921,"549300LQBQA3XIDZPS96","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 16 2024  5:00AM","","","","","","","","","","","","","","","","",""
68297,12/31/2024 0:00:00,1702,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68298,12/31/2024 0:00:00,22226,"549300VZDEK4QLTWSL15","1","1","1","0","0","0","0","0","1","0","1","0","1","1","1","Feb 21 2024  7:00AM","","","","","","","","","","","","","","","","",""
68300,12/31/2024 0:00:00,6748,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
68301,12/31/2024 0:00:00,1792,"549300GMNBYF84V5RF83","1","1","1","0","0","0","0","0","1","0","0","0","1","1","1","Jan 24 2025  5:00AM","","","","","","","","","","","","","","","","",""
68302,12/31/2024 0:00:00,8580,"549300IOM384RW3HWE57","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 29 2024  6:00AM","","","","","","","","","","","","","","","","",""
68305,12/31/2024 0:00:00,22280,"894500F0FXOYPXRE5V06","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  8:00AM","","","","","","","","","","","","","","","","",""
68315,12/31/2024 0:00:00,22333,"5493007QERYQSQ3QNH02","1","1","1","0","1","1","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68316,12/31/2024 0:00:00,14113,"","1","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
68317,12/31/2024 0:00:00,26305,"549300L7JNOXBW10PN68","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  6:00AM","","","","","","","","","","","","","","","","",""
68321,12/31/2024 0:00:00,1542,"","1","0","0","0","0","0","0","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","",""
68322,12/31/2024 0:00:00,4182,"549300ZZIAVB1U6Z4S78","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","Mar  1 2024  5:00AM","","","","","","","","","","","","","","","","",""
68324,12/31/2024 0:00:00,2344,"254900PZD34K8KYJD223","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","Jan 10 2025  5:00AM","","","","","","","","","","","","","","","","",""
68328,12/31/2024 0:00:00,23716,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
68331,12/31/2024 0:00:00,22324,"","1","1","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68332,12/31/2024 0:00:00,1924,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68342,12/31/2024 0:00:00,4481,"549300Z1CDO1XR2ZMQ19","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 18 2024  5:00AM","","","","","","","","","","","","","","","","",""
68343,12/31/2024 0:00:00,7028,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68349,12/31/2024 0:00:00,3546,"549300SH2PPMV71O6830","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 31 2024  5:00AM","","","","","","","","","","","","","","","","",""
68353,12/31/2024 0:00:00,14223,"5493006LGHJCBICSE610","1","1","1","0","0","0","0","0","1","0","1","0","1","1","1","Feb  7 2025  7:00AM","","","","","","","","","","","","","","","","",""
68354,12/31/2024 0:00:00,1062,"254900SQEQYG4DBJX127","1","1","1","0","0","1","0","1","0","0","1","0","1","1","","","","","","","","","","","","","","","","","","",""
68356,12/31/2024 0:00:00,2136,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","","","",""
68358,12/31/2024 0:00:00,5137,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","1","","","","","","","",""
68359,12/31/2024 0:00:00,2419,"5493001C1MX62NVN0U50","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","Feb 27 2024  6:00AM","","","","","","","","","","","","","","","","",""
68361,12/31/2024 0:00:00,13251,"","1","0","0","0","0","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","",""
68366,12/31/2024 0:00:00,1796,"549300SGD2RNJOEDDS24","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2024  8:00AM","","","","","","","","","","","","","","","","",""
68369,12/31/2024 0:00:00,3040,"254900RW4F62S7FHDV91","1","1","1","0","0","0","0","0","1","0","1","0","1","1","1","Feb  2 2023  6:00AM","","1","1","1","","","1","1","1","","","","","","","",""
68371,12/31/2024 0:00:00,2505,"","1","1","0","0","1","1","0","0","1","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
68373,12/31/2024 0:00:00,9740,"549300F6S4S7QMOUVG59","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","1","1","",""
68374,12/31/2024 0:00:00,6209,"549300GLDL4X3U4RFI74","1","0","0","0","0","0","0","0","1","0","1","0","1","1","1","Feb 29 2024  6:00AM","","","","","","","","","","","","","","","","",""
68376,12/31/2024 0:00:00,269,"549300VEMK0LXVCRZM49","1","0","0","0","1","1","1","0","1","0","0","0","1","1","1","Mar 15 2024  6:00AM","","","","","","","","","","","","","","","","",""
68377,12/31/2024 0:00:00,2479,"5493001KJTIIGC8Y1R12","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  8:00AM","","","","","","","","","","","","","","","","",""
68383,12/31/2024 0:00:00,7008,"5493007VGBHF6SRXRR53","1","1","0","1","1","0","0","0","0","0","0","0","1","1","1","Feb  2 2024  8:00AM","","","","","","","","","","","","","","","","",""
68386,12/31/2024 0:00:00,1393,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68389,12/31/2024 0:00:00,26331,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68391,12/31/2024 0:00:00,90,"549300BPDFS1CLV7K329","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Feb 26 2024  5:00AM","","","","","","","","","","","","","","","","",""
68394,12/31/2024 0:00:00,7361,"549300A4ZI1DF2OO1B51","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","Feb 13 2024  8:00AM","","","","","","","","","","","","","","","","",""
68395,12/31/2024 0:00:00,4143,"549300P7QM2ETZZY0323","1","1","1","0","0","1","1","1","1","0","1","0","1","1","1","","","","","","","","","","","","","","","","","",""
68402,12/31/2024 0:00:00,5526,"254900NGUH2O9FB6AZ22","1","1","0","0","0","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
68409,12/31/2024 0:00:00,5193,"","1","1","1","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","1","1","","","","","","","",""
68410,12/31/2024 0:00:00,1877,"549300D5WZYDJFZQJ463","1","1","1","0","0","0","0","1","0","0","1","0","1","1","1","Jan  7 2025  6:00AM","","","","","","","","","","","","","","","","",""
68413,12/31/2024 0:00:00,18786,"549300XR3B6372SESA46","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","Jan 31 2024  8:00AM","","","","","","","","","","","","","","","","",""
68415,12/31/2024 0:00:00,17027,"5493006YSC5JOGNPMH78","1","1","0","0","0","0","0","0","0","0","1","0","1","1","1","Feb 22 2024  8:00AM","","","","","","","","","","","","","","","","",""
68416,12/31/2024 0:00:00,14064,"549300KDDWLC5I8K6C44","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","Feb 16 2024  8:00AM","","","","","","","","","","","","","","","","",""
68417,12/31/2024 0:00:00,2636,"54930030S6J5KOL5LJ73","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","Feb  6 2024  5:00AM","","","","","","","","","","","","","","","","",""
68420,12/31/2024 0:00:00,26344,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68421,12/31/2024 0:00:00,3461,"54930065Z1DW0CWIZQ58","1","1","1","0","1","0","0","1","0","0","0","0","1","1","1","","1","1","1","1","1","","","","","","","","","","","",""
68423,12/31/2024 0:00:00,9215,"549300UM6HPORF7X4415","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","Feb 26 2024  6:00AM","","","","","","","","","","","","","","","","",""
68425,12/31/2024 0:00:00,701,"549300OJ2JN8JFPQM182","1","0","1","0","0","0","0","1","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68428,12/31/2024 0:00:00,5985,"549300HVFLWKU7133506","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68429,12/31/2024 0:00:00,3434,"549300GAX7IKJUKCJE72","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 29 2025  8:00AM","","","","","","","","","","","","","","","","",""
68430,12/31/2024 0:00:00,26348,"549300GOPH3KDGIKIU33","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","Feb 27 2024  5:00AM","","","1","1","","","","1","1","","","","","1","1","",""
68433,12/31/2024 0:00:00,13112,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68434,12/31/2024 0:00:00,661,"549300KKOHQFSTKHSN59","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Jan 24 2023  6:00AM","","","","","","","","","","","","","","","","",""
68437,12/31/2024 0:00:00,14563,"5493008L90dNV7EAK360","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","Feb 28 2024  7:00AM","","","","","","","","","","","","","","","","",""
68439,12/31/2024 0:00:00,762,"254900QC7DVGIYVGB494","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 29 2024  6:00AM","","1","1","1","","","1","1","1","","","","1","1","1","",""
68440,12/31/2024 0:00:00,14459,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
68441,12/31/2024 0:00:00,3757,"549300DFCG6GF21KOW34","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","Feb 23 2024  8:00AM","","","","","","","","","","","","","","","","",""
68442,12/31/2024 0:00:00,8116,"5493009SFPZZ40DZTK92","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1","Mar  1 2024  5:00AM","","","","","","","","","","","","","","","","",""
68443,12/31/2024 0:00:00,11567,"549300278QYT0065D265","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","Jan 31 2024  7:00AM","","","","","","","","","","","","","","","","",""
68444,12/31/2024 0:00:00,103,"54930082CRK7E43ZJ680","1","1","1","0","1","0","0","0","1","0","1","0","1","1","1","Jan 21 2025  7:00AM","","","","","","","","","","","","","","","","",""
68445,12/31/2024 0:00:00,3393,"549300BAZS5RZ8O98A51","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 13 2024  5:00AM","","","","","","","","","","","","","","","","",""
68447,12/31/2024 0:00:00,539,"549300ZA8T2KGQF6JK55","1","1","0","1","1","1","1","0","0","0","0","0","1","1","1","Feb 26 2024  5:00AM","","","","","","","","","","","","","","","","",""
68448,12/31/2024 0:00:00,14241,"549300YD7XJM19TH5O82","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  5 2024  6:00AM","","","","","","","","","","","","","","","","",""
68449,12/31/2024 0:00:00,9663,"549300V315P16H3FSD37","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","Feb  7 2014  6:00AM","","","","","","","","","","","","","","","","",""
68451,12/31/2024 0:00:00,25267,"","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68453,12/31/2024 0:00:00,2536,"5493006Z74IVZXJ0XO35","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","Feb 26 2024  5:00AM","","","","","","","","","","","","","","","","",""
68456,12/31/2024 0:00:00,4498,"2549005DO6VPVH5MOS59","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","Jan 11 2024  8:00AM","","","","","","","","","","","","","","","","",""
68457,12/31/2024 0:00:00,1126,"549300bohnwbv7rx2661","1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  8:00AM","","","","","","","","","","","","","","","","",""
68458,12/31/2024 0:00:00,2947,"549300AT4QWHFZ83D635","1","1","0","0","1","1","1","0","1","1","1","0","1","1","1","Jan 25 2024  8:00AM","","","","","","","","","","","","","","","","",""
68459,12/31/2024 0:00:00,11611,"2549001EL4XFDHGNJO24","1","1","0","0","1","0","0","0","0","0","0","1","1","1","1","Feb 27 2024  8:00AM","1","1","1","1","","1","1","1","1","","","","1","1","1","",""
68460,12/31/2024 0:00:00,295,"5493000RV6UQ52SVTV40","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","Jan  9 2025  8:00AM","","","","","","1","1","1","1","","","1","1","1","1","1",""
68463,12/31/2024 0:00:00,4068,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68465,12/31/2024 0:00:00,5557,"5493004F7BXDIUFVPV87","1","1","0","0","1","0","0","0","1","0","1","0","1","1","1","Feb 27 2024  8:00AM","","","","","","","","","","","","","","","","",""
68469,12/31/2024 0:00:00,26359,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68471,12/31/2024 0:00:00,1795,"549300B7YGT5O5MJ7M45","1","1","0","1","1","0","0","0","0","0","0","0","1","1","1","Feb 13 2024  6:00AM","","","","","","","","","","","","","","","","",""
68474,12/31/2024 0:00:00,591,"","1","1","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68476,12/31/2024 0:00:00,99,"549300BZDER2ZANLA242","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  5:00AM","","1","1","1","","","","1","1","","","","","","","",""
68479,12/31/2024 0:00:00,14030,"","1","1","1","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68482,12/31/2024 0:00:00,22706,"549300ABHFY5HY2P3871","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 13 2024  6:00AM","","","1","1","","","","1","1","","","","","1","1","",""
68483,12/31/2024 0:00:00,7990,"254900U73LH68Q5NY562","1","1","0","0","0","0","0","0","0","0","1","0","1","1","","","","","","","","","","","","","","","","","","",""
68485,12/31/2024 0:00:00,23819,"549300GIVX5W7UETD809","1","1","1","0","1","0","1","0","1","0","1","0","1","1","1","Jan 17 2025  8:00AM","","","","","","","","","","","","","","","","",""
68487,12/31/2024 0:00:00,379,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68490,12/31/2024 0:00:00,3639,"54930036K3ZFJ4FOKT69","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 28 2024  5:00AM","","","","","","","","","","","","","","","","",""
68491,12/31/2024 0:00:00,3930,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68493,12/31/2024 0:00:00,21448,"5493005MZZDC38IUOJ34","1","1","0","0","1","1","0","1","1","0","0","0","1","1","1","Feb 27 2024  8:00AM","1","1","1","1","","","","","","","","1","1","1","1","",""
68494,12/31/2024 0:00:00,3827,"549300PEQH6YK4DH0490","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 29 2024  8:00AM","","","","","","","","","","","","","","","","",""
68495,12/31/2024 0:00:00,657,"","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68502,12/31/2024 0:00:00,3360,"5493002IVUY1DYOZCL83","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 30 2025  7:00AM","","","","","","","","","","","","","","","","",""
68503,12/31/2024 0:00:00,1108,"549300S1ULK3TJQ8I652","1","1","1","0","1","0","0","0","0","0","1","0","1","1","1","Feb 21 2024  8:00AM","1","1","1","1","","","1","1","1","","","1","1","1","1","",""
68505,12/31/2024 0:00:00,11855,"549300L7HZ4C5U35BO37","1","1","0","1","1","0","1","0","1","0","1","0","1","1","1","Feb 13 2024  6:00AM","","","","","","","","","","","","","","","","",""
68508,12/31/2024 0:00:00,6724,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68510,12/31/2024 0:00:00,737,"549300WOW2HLRVN4O324","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","Jan 24 2024  6:00AM","","","","","","","","","","","","","","","","",""
68511,12/31/2024 0:00:00,1804,"549300CA0J0Z70FQBG71","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  9 2024  5:00AM","","","","","","","","","","","","","","","","",""
68513,12/31/2024 0:00:00,26376,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","1","1","1","","","","1","1","1","",""
68517,12/31/2024 0:00:00,10773,"549300XHS3PMRO08N352","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  8:00AM","","","","","","","","","","","","","","","","",""
68524,12/31/2024 0:00:00,2550,"","1","1","1","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","",""
68529,12/31/2024 0:00:00,26389,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
